season_number,startup_name,episode_number,pitch_number,season_start,season_end,original_air_date,episode_title,anchor,industry,business_description,company_website,started_in,number_of_presenters,male_presenters,female_presenters,transgender_presenters,couple_presenters,pitchers_average_age,pitchers_city,pitchers_state,yearly_revenue,monthly_sales,gross_margin,net_margin,ebitda,cash_burn,skus,has_patents,bootstrapped,part_of_match_off,original_ask_amount,original_offered_equity,valuation_requested,received_offer,accepted_offer,total_deal_amount,total_deal_equity,total_deal_debt,debt_interest,deal_valuation,number_of_sharks_in_deal,deal_has_conditions,royalty_percentage,royalty_recouped_amount,advisory_shares_equity,namita_investment_amount,namita_investment_equity,namita_debt_amount,vineeta_investment_amount,vineeta_investment_equity,vineeta_debt_amount,anupam_investment_amount,anupam_investment_equity,anupam_debt_amount,aman_investment_amount,aman_investment_equity,aman_debt_amount,peyush_investment_amount,peyush_investment_equity,peyush_debt_amount,ritesh_investment_amount,ritesh_investment_equity,ritesh_debt_amount,amit_investment_amount,amit_investment_equity,amit_debt_amount,guest_investment_amount,guest_investment_equity,guest_debt_amount,invested_guest_name,all_guest_names,namita_present,vineeta_present,anupam_present,aman_present,peyush_present,ritesh_present,amit_present,guest_present,deal_status,deal_count,investment_in_crores
2,SwadeshiBlessings,23,221,2-Jan-23,10-Mar-23,1-Feb-23,Changing The World,Rahul Dua,Lifestyle/Home,Clay utensils and cookwares,https://www.swadeshiblessings.in/,2020.0,3,1.0,2.0,,0.0,,Udaipur,Rajasthan,120.0,28.0,60.0,,,,,,,,50.0,5.0,1000.0,1,1.0,25.0,5.0,25.0,12.0,500.0,2.0,,,,,12.5,2.5,12.5,12.5,2.5,12.5,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.25
2,OLL,23,222,2-Jan-23,10-Mar-23,1-Feb-23,Changing The World,Rahul Dua,Technology/Software,Online Live Learning Skill development classes,https://www.oll.co/,,1,1.0,,,0.0,,Mumbai,Maharashtra,,,,,,,,,,,30.0,2.0,1500.0,1,1.0,30.0,5.0,,,600.0,2.0,,,,,,,,15.0,2.5,,,,,,,,15.0,2.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.3
2,Febris,23,223,2-Jan-23,10-Mar-23,1-Feb-23,Changing The World,Rahul Dua,Medical/Health,"Scrubs, Lab Coats & Medical Apparel",https://www.febris.in/,2018.0,2,2.0,,,0.0,,Ferozepur,Punjab,110.0,12.0,,20.0,,,,,,,100.0,2.5,4000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,No Deal,0,
2,Geeani,24,224,2-Jan-23,10-Mar-23,2-Feb-23,India Ke Incredible Entrepreneurs,Rahul Dua,Vehicles/Electrical Vehicles,Smallest EV tractor,,2022.0,3,2.0,1.0,,0.0,,Ahmedabad,Gujarat,,,,,,,,,,,75.0,7.5,1000.0,1,1.0,100.0,10.0,,,1000.0,3.0,,,,,,,,33.33,3.33,,33.33,3.33,,33.33,3.33,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Deal,1,1.0
2,Amore,24,225,2-Jan-23,10-Mar-23,2-Feb-23,India Ke Incredible Entrepreneurs,Rahul Dua,Food And Beverage,Gelato Ice Cream Online,https://www.amoregelato.com/,,2,2.0,,,0.0,,"Hyderabad,Mumbai","Telangana,Maharashtra",,,,,,,,,,,75.0,4.0,1875.0,1,1.0,75.0,7.5,,,1000.0,1.0,yes,,,,,,,,,,75.0,7.5,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Deal,1,0.75
2,LeafyAffair,24,226,2-Jan-23,10-Mar-23,2-Feb-23,India Ke Incredible Entrepreneurs,Rahul Dua,Beauty/Fashion,Botanical Jewellery,https://leafyaffair.com/,,1,1.0,,,0.0,,Bangalore,Karnataka,110.0,21.0,80.0,,,,,,,,50.0,2.5,2000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,No Deal,0,
2,ScrapUncle,25,227,2-Jan-23,10-Mar-23,3-Feb-23,Badhta India,Rahul Dua,Green/Cleantech,Sell scrap recyclables online,https://scrapuncle.com/,2020.0,1,1.0,,,0.0,,Delhi,Delhi,600.0,,25.0,,,,,,,,60.0,3.0,2000.0,1,1.0,60.0,5.0,,,1200.0,1.0,,,,,,,,,,,,,,,,,,,,,,,60.0,5.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Deal,1,0.6
2,SharmaJiKiAata,25,228,2-Jan-23,10-Mar-23,3-Feb-23,Badhta India,Rahul Dua,Food And Beverage,Freshly milled atta,https://sharmajikaaata.com/,2019.0,2,1.0,1.0,,0.0,,Pune,Maharashtra,,,63.0,38.0,,,,,,,40.0,10.0,400.0,1,1.0,40.0,20.0,,,200.0,1.0,,,,,,,,,,,40.0,20.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Deal,1,0.4
2,Manetain,25,229,2-Jan-23,10-Mar-23,3-Feb-23,Badhta India,Rahul Dua,Beauty/Fashion,Curly Hair Care Products,https://manetain.in/,,2,,2.0,,0.0,,"Kochi,Mumbai","Kerala,Maharashtra",100.0,12.0,60.0,,,,,,,,75.0,2.5,3000.0,1,1.0,75.0,10.0,,,750.0,1.0,,,,,,,,,,,,,,75.0,10.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Deal,1,0.75
2,GavinParis,26,230,2-Jan-23,10-Mar-23,6-Feb-23,Bharat Badal Raha Hai,Rahul Dua,Beauty/Fashion,Gender-Neutral Fashion,https://www.gavinparis.com/,2022.0,2,2.0,,,0.0,,Kolkata,West Bengal,114.0,,60.0,,,,,,,,50.0,5.0,1000.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,No Deal,0,
2,UnStop,26,231,2-Jan-23,10-Mar-23,6-Feb-23,Bharat Badal Raha Hai,Rahul Dua,Technology/Software,Connecting talent colleges recruiters,https://unstop.com/,2022.0,1,1.0,,,0.0,,Delhi,Delhi,1600.0,,90.0,,,,,,,,100.0,1.0,10000.0,1,1.0,200.0,4.0,,,5000.0,4.0,,,,,50.0,1.0,,,,,50.0,1.0,,50.0,1.0,,,,,,,,50.0,1.0,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Deal,1,2.0
2,BlueTea,26,232,2-Jan-23,10-Mar-23,6-Feb-23,Bharat Badal Raha Hai,Rahul Dua,Food And Beverage,Ayurvedic Herbal Tea,https://bluetea.co.in/,2018.0,2,2.0,,,0.0,,"Faridabad,Kolkata","Haryana,West Bengal",1000.0,,,19.0,,,,,,,75.0,1.0,7500.0,1,1.0,50.0,3.0,25.0,12.0,1666.666667,1.0,,,,,,,,,,,,,,50.0,3.0,25.0,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Deal,1,0.5
2,TheGreenSnack,27,233,2-Jan-23,10-Mar-23,7-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Food And Beverage,Healthy Snacks Online,https://thegreensnackco.com/,2017.0,2,1.0,1.0,,1.0,,Mumbai,Maharashtra,,25.0,,,,yes,,,,,100.0,2.0,5000.0,1,1.0,100.0,8.0,,,1250.0,1.0,,,,,,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Deal,1,1.0
2,HobbyIndia,27,234,2-Jan-23,10-Mar-23,7-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Lifestyle/Home,Online Art & Craft Store,https://hobbyindia.store/,,3,1.0,2.0,,1.0,,Surat,Gujarat,117.0,,,,,,,,,,50.0,3.0,1666.666667,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,No Deal,0,
2,Flhexible,27,235,2-Jan-23,10-Mar-23,7-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Lifestyle/Home,Composite paper honeycomb panels,https://www.flhexible.com/,2019.0,2,1.0,1.0,,1.0,,Jaipur,Rajasthan,16.0,3.5,40.0,25.0,,,,,,,50.0,7.5,666.6666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,No Deal,0,
2,UpThrust,27,236,2-Jan-23,10-Mar-23,7-Feb-23,Nayi Soch Naye Vichaar,Rahul Dua,Fitness/Sports/Outdoors,ESPORTS AND GAMING ORGANISATION,https://www.upthrustesports.com/,2020.0,2,2.0,,,0.0,,Mumbai,Maharashtra,300.0,33.0,,30.0,,,,,,,75.0,3.0,2500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,No Deal,0,
2,Zoff,28,237,2-Jan-23,10-Mar-23,8-Feb-23,Game Changers,Rahul Dua,Food And Beverage,Cool Grind Technology Indian Spices,https://zofffoods.com/,2018.0,2,2.0,,,0.0,,Raipur,Chhattisgarh,,700.0,,,,,,,,,100.0,0.5,20000.0,1,1.0,100.0,1.25,,,8000.0,1.0,,,,,,,,,,,,,,100.0,1.25,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Deal,1,1.0
2,DesiToys,28,238,2-Jan-23,10-Mar-23,8-Feb-23,Game Changers,Rahul Dua,Manufacturing,Indian Traditional Toys and Indoor Games,https://www.desitoys.in/,2017.0,1,,1.0,,0.0,,Mumbai,Maharashtra,115.0,20.0,50.0,18.0,,,,,,,50.0,3.0,1666.666667,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,No Deal,0,
2,CloudWorx,28,239,2-Jan-23,10-Mar-23,8-Feb-23,Game Changers,Rahul Dua,Technology/Software,NoCode Enterprise Metaverse App Builder,http://www.cloudworx.ai/,2019.0,1,1.0,,,0.0,,Bangalore,Karnataka,,14.0,,,,,,,,,40.0,2.0,2000.0,1,1.0,40.0,3.2,,,1250.0,2.0,yes,,,,20.0,1.6,,,,,20.0,1.6,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,,Deal,1,0.4
2,Mahantam,29,240,2-Jan-23,10-Mar-23,9-Feb-23,Pulse Of The Country,Rahul Dua,Manufacturing,Tea Glass Washing Machine,https://mahantam.co.in/,2018.0,2,2.0,,,0.0,,Banaskantha,Gujarat,,,,,,,,,,,30.0,10.0,300.0,1,1.0,30.0,20.0,,,150.0,5.0,,,,,6.0,4.0,,6.0,4.0,,6.0,4.0,,6.0,4.0,,6.0,4.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.3
2,MindPeers,29,241,2-Jan-23,10-Mar-23,9-Feb-23,Pulse Of The Country,Rahul Dua,Medical/Health,For Mental Strength,https://www.mindpeers.co/,2020.0,2,1.0,1.0,,0.0,,Delhi,Delhi,,,,,,,,,,,53.0,1.0,5300.0,1,1.0,106.0,2.0,,,5300.0,4.0,,,,,17.66,0.33,,17.66,0.33,,,,,17.66,0.33,,53.0,1.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,1.06
2,Barosi,29,242,2-Jan-23,10-Mar-23,9-Feb-23,Pulse Of The Country,Rahul Dua,Food And Beverage,Fresh & pure milk products,https://www.barosi.in/,2016.0,1,1.0,,,0.0,,Pataudi,Haryana,,42.0,40.0,,,yes,,,,,50.0,2.0,2500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,No Deal,0,
2,Daryaganj,30,243,2-Jan-23,10-Mar-23,10-Feb-23,Changing India,Rahul Dua,Food And Beverage,North Indian Cuisine restaurant,https://daryaganj.com/,2019.0,3,3.0,,,0.0,,Delhi,Delhi,,300.0,,,,,,,,,90.0,0.5,18000.0,1,1.0,90.0,1.0,,,9000.0,1.0,yes,,,,,,,,,,,,,90.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.9
2,DhruvVidyut,30,244,2-Jan-23,10-Mar-23,10-Feb-23,Changing India,Rahul Dua,Vehicles/Electrical Vehicles,Invention converts cycle into an electric cycle,https://www.instagram.com/dhruvvidyutdv/?hl=en,2022.0,1,1.0,,,0.0,,Delhi,Delhi,,,,,,,,,,,0.0,0.5,0.0,1,1.0,0.0,0.5,,,0.0,3.0,yes,,,,,,,,,,0.0,0.166,,0.0,0.166,,0.0,0.166,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,No Deal,0,0.0
2,CELLBELL,30,245,2-Jan-23,10-Mar-23,10-Feb-23,Changing India,Rahul Dua,Lifestyle/Home,Gaming Office Chairs,https://cellbell.in/,2019.0,3,3.0,,,0.0,,Ulhasnagar,Maharashtra,,400.0,52.0,,,,,,,,90.0,1.5,6000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,No Deal,0,
2,Tipayi,31,246,2-Jan-23,10-Mar-23,13-Feb-23,Innovations And Investments,Rahul Dua,Manufacturing,Balance Bike for Kids,https://www.vamshycle.com/,2019.0,1,1.0,,,0.0,,Pune,Maharashtra,21.0,0.5,35.0,26.0,,,,yes,,,50.0,10.0,500.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,No Deal,0,
2,DigiQure,31,247,2-Jan-23,10-Mar-23,13-Feb-23,Innovations And Investments,Rahul Dua,Medical/Health,Book Doctors Appointments Video Consultation,https://digiqure.com/,2018.0,2,2.0,,,0.0,,Bhopal,Madhya Pradesh,,,,,,,,,,,40.0,4.0,1000.0,1,1.0,40.0,10.0,,,400.0,1.0,,,,,40.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.4
2,Nirmalaya,31,248,2-Jan-23,10-Mar-23,13-Feb-23,Innovations And Investments,Rahul Dua,Manufacturing,Incense products made from temple flowers,https://nirmalaya.com/,2020.0,3,2.0,1.0,,1.0,,Delhi,Delhi,,80.0,,,,yes,,,,,60.0,1.5,4000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,No Deal,0,
2,Pabiben,32,249,2-Jan-23,10-Mar-23,14-Feb-23,Pitch Perfect,Rahul Dua,Beauty/Fashion,Handcrafted products sold directly by artisans,https://www.pabiben.com/,,2,1.0,1.0,,0.0,,Ahmedabad,Gujarat,,,50.0,35.0,,,,,,,50.0,5.0,1000.0,1,1.0,10.0,5.0,40.0,0.0,200.0,1.0,,,,,10.0,5.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.1
2,Homestrap,32,250,2-Jan-23,10-Mar-23,14-Feb-23,Pitch Perfect,Rahul Dua,Lifestyle/Home,Collection of organizer for home and travelling,https://www.homestrap.com/,,2,1.0,1.0,,1.0,,Indore,Madhya Pradesh,,,55.0,,,,,,,,70.0,1.0,7000.0,1,1.0,50.0,7.0,20.0,10.0,714.2857143,1.0,,,,,,,,,,,50.0,7.0,20.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.5
2,uBreathe,32,251,2-Jan-23,10-Mar-23,14-Feb-23,Pitch Perfect,Rahul Dua,Manufacturing,Smart Natural Air Purifier,https://www.ubreathe.in/,,2,2.0,,,0.0,,Gurgaon,Haryana,,,,,,,,,,,150.0,7.5,2000.0,1,1.0,50.0,5.0,100.0,10.0,1000.0,1.0,,,,,50.0,5.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.5
2,Deyor,32,252,2-Jan-23,10-Mar-23,14-Feb-23,Pitch Perfect,Rahul Dua,Technology/Software,Chatbot integrated experiential travel website,https://www.deyorcamps.com/,2016.0,2,2.0,,,0.0,,Gurgaon,Haryana,,,25.0,5.0,,,,,,,100.0,1.0,10000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,No Deal,0,
2,iMumz,33,253,2-Jan-23,10-Mar-23,15-Feb-23,Growing With India,Rahul Dua,Medical/Health,Transforming pregnancy and parenting with app,https://www.imumz.com/,2020.0,3,2.0,1.0,,0.0,,Bangalore,Karnataka,,,,,,,,,,,70.0,1.0,7000.0,1,1.0,10.0,1.0,60.0,10.0,1000.0,1.0,,,,,,,,,,,,,,,,,10.0,1.0,60.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.1
2,TheHealthyBinge,33,254,2-Jan-23,10-Mar-23,15-Feb-23,Growing With India,Rahul Dua,Food And Beverage,Assorted Pack Baked Chips,https://www.healthybinge.co.in/,,2,2.0,,,0.0,,Pune,Maharashtra,,11.0,,,,yes,,,,,50.0,5.0,1000.0,1,1.0,50.0,5.0,,,1000.0,2.0,,,,,,,,,,,,,,25.0,2.5,,25.0,2.5,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.5
2,Freakins,33,255,2-Jan-23,10-Mar-23,15-Feb-23,Growing With India,Rahul Dua,Beauty/Fashion,Fashionable Denim Apparel,https://freakins.com/,2021.0,2,2.0,,,0.0,,Mumbai,Maharashtra,,,63.0,,,yes,,,,,70.0,1.0,7000.0,1,1.0,50.0,2.5,20.0,12.0,2000.0,1.0,yes,,,,,,,50.0,2.5,20.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.5
2,Perfora,34,256,2-Jan-23,10-Mar-23,16-Feb-23,Growing Ideas Into Successful Businesses,Rahul Dua,Lifestyle/Home,Toothpaste Electric Toothbrush,https://perforacare.com/,2021.0,2,2.0,,,0.0,,"Ballarpur,Karnal","Haryana,Maharashtra",,,57.0,,,yes,,,,,80.0,1.0,8000.0,1,1.0,80.0,2.5,,,3200.0,3.0,,,,,26.66,0.833,,26.66,0.833,,,,,,,,26.66,0.833,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.8
2,MidNightAngelsByPC,34,257,2-Jan-23,10-Mar-23,16-Feb-23,Growing Ideas Into Successful Businesses,Rahul Dua,Beauty/Fashion,Lounge & Travel wear,https://midnightangelsbypc.com/,2017.0,2,,2.0,,0.0,,Gurgaon,Haryana,180.0,,83.0,20.0,,,,,,,75.0,6.0,1250.0,1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,No Deal,0,
2,CureSee,34,258,2-Jan-23,10-Mar-23,16-Feb-23,Growing Ideas Into Successful Businesses,Rahul Dua,Medical/Health,Artificial Intelligence (AI) based vision therapy,https://curesee.com/,2019.0,3,3.0,,,0.0,,Gurgaon,Haryana,0.0,264.0,,,,,,,,,40.0,5.0,800.0,1,1.0,50.0,10.0,,,500.0,1.0,,,,,,,,,,,,,,,,,50.0,10.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.5
2,MeduLance,35,259,2-Jan-23,10-Mar-23,17-Feb-23,Business Ideas Ka Pitara,Rahul Dua,Medical/Health,One-stop solution for all healthcare needs,https://medulance.com/,2017.0,2,2.0,,,0.0,,Delhi,Delhi,240.0,,,24.0,,,,,,,200.0,1.0,20000.0,1,1.0,200.0,2.0,,,10000.0,3.0,,,,,66.66,0.666,,,,,,,,66.66,0.666,,66.66,0.666,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,Deal,1,2.0
2,Cakelicious,35,260,2-Jan-23,10-Mar-23,17-Feb-23,Business Ideas Ka Pitara,Rahul Dua,Food And Beverage,Cakes Online,,2020.0,2,,2.0,,0.0,,Kolkata,West Bengal,,3.0,60.0,40.0,,,,,,,25.0,5.0,500.0,1,1.0,25.0,20.0,,,125.0,1.0,,,,,,,,,,,,,,,,,,,,,,,25.0,20.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,Deal,1,0.25
2,Bowled.io,35,261,2-Jan-23,10-Mar-23,17-Feb-23,Business Ideas Ka Pitara,Rahul Dua,Fitness/Sports/Outdoors,Play-to-Earn Social Gaming Platform,https://www.bowled.io/,2021.0,2,2.0,,,0.0,,Mumbai,Maharashtra,,,,,,,,,,,80.0,1.0,8000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,No Deal,0,
2,Toyshine,35,262,2-Jan-23,10-Mar-23,17-Feb-23,Business Ideas Ka Pitara,Rahul Dua,Manufacturing,Collection of Toys,https://toyshine.in/,2015.0,1,1.0,,,0.0,,Jalandhar,Punjab,4500.0,450.0,,15.0,,,,,,,125.0,0.5,25000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,No Deal,0,
2,neuphony,36,263,2-Jan-23,10-Mar-23,20-Feb-23,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,Medical/Health,Wearable EEG Headband,https://neuphony.com/,2022.0,2,1.0,1.0,,1.0,,Noida,Uttar Pradesh,,,,,,yes,,,,,100.0,2.0,5000.0,1,1.0,100.0,5.4,,,1851.851852,2.0,,,,,,,,,,,,,,50.0,2.7,,50.0,2.7,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,1.0
2,Amrutam,36,264,2-Jan-23,10-Mar-23,20-Feb-23,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,Food And Beverage,Ayurvedic Lifestyle products,https://amrutam.co.in/,2017.0,3,2.0,1.0,,0.0,,Gwalior,Madhya Pradesh,110.0,,,,,,,,,,50.0,2.0,2500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,No Deal,0,
2,HoloKitab,36,265,2-Jan-23,10-Mar-23,20-Feb-23,Anokhe Pitchers Ke Anokhe Ideas,Rahul Dua,Technology/Software,Augmented Reality content for books,https://www.holokitab.in/,2020.0,2,2.0,,,0.0,,Jalandhar,Punjab,0.0,,,,,,,,,,45.0,10.0,450.0,1,1.0,45.0,25.0,,,180.0,1.0,yes,,,,45.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,Deal,1,0.45
2,Zoe,37,266,2-Jan-23,10-Mar-23,21-Feb-23,Bharat Ka Kal,Rahul Dua,Food And Beverage,Nutrition For Life. Shop health & wellness products,https://www.zoe.menu/,2015.0,2,1.0,1.0,,1.0,,Gurgaon,Haryana,120.0,,,,,,,,,,75.0,5.0,1500.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,No Deal,0,
2,Hornback,37,267,2-Jan-23,10-Mar-23,21-Feb-23,Bharat Ka Kal,Rahul Dua,Vehicles/Electrical Vehicles,Diamond frame folding bicycles,https://hornback.bike/,2022.0,2,2.0,,,0.0,,Hyderabad,Telangana,,,,,,,,yes,,,50.0,1.0,5000.0,1,1.0,50.0,2.5,,,2000.0,1.0,yes,,,,,,,,,,,,,,,,,,,,,,50.0,2.5,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,Deal,1,0.5
2,Malaki,37,268,2-Jan-23,10-Mar-23,21-Feb-23,Bharat Ka Kal,Rahul Dua,Food And Beverage,Non-Alcoholic Beverages,https://malaki.in/,2018.0,2,2.0,,,0.0,,Mumbai,Maharashtra,270.0,42.0,56.0,13.0,,,,,,,50.0,1.0,5000.0,1,1.0,50.0,3.0,,,1666.666667,2.0,,,,,,,,,,,,,,25.0,1.5,,25.0,1.5,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,Deal,1,0.5
2,nanoclean,37,269,2-Jan-23,10-Mar-23,21-Feb-23,Bharat Ka Kal,Rahul Dua,Manufacturing,Contamination Control Solutions,https://nanoclean.store/,2017.0,1,1.0,,,0.0,,Bikaner,Rajasthan,110.0,5.0,,,,,,yes,,,80.0,2.0,4000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,No Deal,0,
2,DesmondJi,38,270,2-Jan-23,10-Mar-23,22-Feb-23,Innovation And Imagination,Rahul Dua,Liquor/Alcohol,"Spirits, Liqueurs & Cocktail Blends",http://www.desmondji.com,2007.0,2,2.0,,,0.0,,Goa,Goa,1200.0,125.0,,,,,,,,,100.0,1.0,10000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,No Deal,0,
2,Cremeitalia,38,271,2-Jan-23,10-Mar-23,22-Feb-23,Innovation And Imagination,Rahul Dua,Food And Beverage,Fresh Italian Cheese Products,https://cremeitalia.com/,2018.0,1,1.0,,,0.0,,Mumbai,Maharashtra,,62.0,,,,,,,,,90.0,1.5,6000.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,No Deal,0,
2,nawgati,38,272,2-Jan-23,10-Mar-23,22-Feb-23,Innovation And Imagination,Rahul Dua,Business Services,Congestion Management for Fuel Stations,https://www.nawgati.com/,2019.0,3,3.0,,,0.0,,Noida,Uttar Pradesh,,,,,,,,,,,67.0,2.0,3350.0,1,1.0,67.0,3.0,,,2233.333333,2.0,,,,,,,,,,,,,,33.5,1.5,,,,,,,,33.5,1.5,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,Deal,1,0.67
2,Swytchd,38,273,2-Jan-23,10-Mar-23,22-Feb-23,Innovation And Imagination,Rahul Dua,Vehicles/Electrical Vehicles,All-inclusive Electric Vehicle Subscription,https://swytchd.com/,2021.0,1,1.0,,,0.0,,Bangalore,Karnataka,,,,,,,,,,,50.0,3.0,1666.666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,No Deal,0,
2,GladFul,39,274,2-Jan-23,10-Mar-23,23-Feb-23,Revolutionary Ideas And Successful Businesses,Rahul Dua,Food And Beverage,Natural High Protein Rich & Healthy Foods,https://gladful.in/,2022.0,2,1.0,1.0,,0.0,,Jaipur,Rajasthan,,24.0,,,,yes,,,,,50.0,2.0,2500.0,1,1.0,50.0,3.5,,,1428.571429,3.0,,,,,16.66,1.1666,,,,,,,,16.66,1.1666,,,,,,,,16.66,1.1666,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,Deal,1,0.5
2,Pharmallama,39,275,2-Jan-23,10-Mar-23,23-Feb-23,Revolutionary Ideas And Successful Businesses,Rahul Dua,Medical/Health,Simplified pharmacy,https://pharmallama.com/,2022.0,3,3.0,,,0.0,,Bangalore,Karnataka,,24.0,,,,,,,,,100.0,1.5,6666.666667,1,1.0,200.0,5.0,,,4000.0,5.0,,,,,40.0,1.0,,,,,40.0,1.0,,40.0,1.0,,40.0,1.0,,,,,40.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,Deal,1,2.0
